imdb,year,title,test,budget,domestic_gross,foreign_gross
tt0257001,2000,Pokemon: The Movie 2000,men,40587251,59185579,122032336
tt0199753,2000,Red Planet,nowomen,108232671,23650043,21623641
tt0210945,2000,Remember the Titans,notalk-disagree,40587251,156470282,28481335
tt0180093,2000,Requiem for a Dream,ok,6088088,4918474,5079665
tt0122459,2000,Return to Me,dubious-disagree,32469801,44189098,0
tt0165929,2000,Romeo Must Die,nowomen,33822710,75726795,47437601
tt0213203,2000,Rugrats in Paris:,ok,40587251,103499437,36235452
tt0195234,2000,Saving Grace,ok,5411634,16476533,21116528
tt0134084,2000,Scream 3,ok,54116335,120595650,98356439
tt0203119,2000,Sexy Beast,men,5817506,9397377,4340835
tt0184894,2000,Shanghai Noon,notalk-disagree,74409961,77024193,19289131
tt0208092,2000,Snatch.,nowomen-disagree,13529084,40713217,72380598
tt0210299,2000,Songcatcher,ok,2435235,4127634,0
tt0163978,2000,The Beach,notalk,67645419,53816800,0
tt0209958,2000,The Cell,men,47351793,82907528,33322490
tt0120917,2000,The Emperor's New Groove,ok-disagree,135290838,120810082,108232671
tt0219699,2000,The Gift,dubious,13529084,16246592,44049296
tt0187393,2000,The Patriot,dubious,148819922,153325570,137955605
tt0138749,2000,The Road to El Dorado,nowomen,128526296,68731346,20154735
tt0202677,2000,The Way of the Gun,men,12176175,8182195,9489406
tt0190138,2000,The Whole Nine Yards,ok,32469801,77470905,38240463
tt0146309,2000,Thirteen days,notalk,108232671,46765640,43276564
tt0120913,2000,Titan A.E.,ok,101468129,30781343,18940717
tt0217869,2000,Unbreakable,nowomen-disagree,99091212,128525137,207130273
tt0182508,2000,Urbania,notalk,304404,1396303,0
tt0190865,2000,Vertical Limit,notalk,101468129,92638183,196207756
tt0161081,2000,What Lies Beneath,ok,121761754,210329023,180247494
tt0207201,2000,What Women Want,notalk-disagree,87939045,247318583,256098626
tt0198021,2000,Where the Heart Is,ok,20293626,45689304,9593311
tt0190332,2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",ok,20293626,173264011,115176056
tt0120903,2000,X-Men,notalk-disagree,101468129,212812106,188108381
tt0147800,1999,10 Things I Hate About You,ok,18180006,53390436,31096284
tt0134273,1999,8MM,notalk,55938481,50964770,83845328
tt0169547,1999,American Beauty,ok,20976930,181881240,316332111
tt0163651,1999,American Pie,men,16781544,142364760,185886650
tt0122933,1999,Analyze This,notalk,41953861,149475534,97892342
tt0166485,1999,Anna and the King,men,104884652,54891212,0
tt0149691,1999,Anywhere But Here,dubious,32164627,26086372,0
tt0145660,1999,Austin Powers: The Spy Who Shagged Me,notalk-disagree,48946171,288139235,145849172
tt0120601,1999,Being John Malkovich,ok,18180006,31967340,13318190
tt0165643,1999,Black and White,ok,13984620,7329780,0
tt0181316,1999,Blue Streak,notalk,50344633,95386564,68860224
tt0171804,1999,Boys Don't Cry,ok-disagree,2796924,16139101,12866400
tt0179116,1999,But I'm a Cheerleader,ok,1678154,3084486,592338
tt0144814,1999,Carrie 2: The Rage,ok,29367703,24837027,0
tt0139134,1999,Cruel Intentions,ok,15383082,53463308,52545310
tt0144168,1999,Dick,ok,18180006,8777963,0
tt0120655,1999,Dogma,dubious-disagree,13984620,42864850,18595969
tt0157503,1999,Drop Dead Gorgeous,ok,13984620,14783713,0
tt0126886,1999,Election,ok,11886927,20898032,3159506
tt0120663,1999,Eyes Wide Shut,ok,90900032,77882040,42745872
tt0137523,1999,Fight Club,notalk-disagree,90900032,51785192,89254952
tt0155711,1999,Flawless,notalk,37758475,6272780,0
tt0126916,1999,For Love of the Game,men,69923101,49209977,15276799
tt0177789,1999,Galaxy Quest,notalk-disagree,62930791,99883369,26710624
tt0172493,1999,"Girl, Interrupted",ok,33563089,40375263,0
tt0139239,1999,Go!,ok,9090003,23599429,16093735
tt0155776,1999,Jawbreaker,ok,4195386,4302816,0
tt0175880,1999,Magnolia,notalk-disagree,51743095,31396836,36354177
tt0158811,1999,Muppets From Space,ok,33563089,22801624,0
tt0132347,1999,Mystery Men,nowomen-disagree,95095418,41621042,5174310
tt0125439,1999,Notting Hill,ok,58735405,162347007,346313106
tt0151804,1999,Office Space,notalk,13984620,15142285,2796924
tt0120784,1999,Payback,notalk,69923101,114011185,112016808
tt0190641,1999,Pocket Monsters: Mewtwo Strikes Back!,notalk-disagree,41953861,119910654,108940192
tt0129332,1999,Ravenous,notalk,16781544,2884196,0
tt0162661,1999,Sleepy Hollow,ok,97892342,141340236,148236975
tt0158983,1999,South Park: Bigger Longer & Uncut,dubious-disagree,29367703,72772612,0
tt0120915,1999,Star Wars: Episode I - The Phantom Menace,ok,160823133,663632711,744681030
tt0164912,1999,Stuart Little,notalk-disagree,146838513,195805974,222054480
tt0120855,1999,Tarzan,men-disagree,202776994,239265412,387513828
tt0120657,1999,The 13th Warrior,dubious-disagree,174807753,45728169,40555398
tt0185937,1999,The Blair Witch Project,ok,839077,196538593,150699529
tt0144117,1999,The Boondock Saints,nowomen-disagree,9789234,42613,533377
tt0120689,1999,The Green Mile,notalk-disagree,83907722,191311527,215223306
tt0171363,1999,The Haunting,ok,111876962,127524221,124463121
tt0129167,1999,The Iron Giant,nowomen-disagree,69923101,32387409,11431884
tt0133093,1999,The Matrix,ok-disagree,90900032,239808171,403875833
tt0120616,1999,The Mummy,notalk,111876962,217300705,364998589
tt0167404,1999,The Sixth Sense,dubious-disagree,55938481,410457404,530436648
tt0134119,1999,The Talented Mr. Ripley,dubious,55938481,113683964,66426946
tt0144640,1999,Three to Tango,notalk,27969241,14782268,0
tt0151568,1999,Topsy-Turvy,ok,27969241,8672922,0
tt0120363,1999,Toy Story 2,notalk-disagree,125861583,343814937,371300195
tt0120458,1999,Virus,dubious,104884652,19593418,23236845
tt0120891,1999,Wild Wild West,men,244730855,159152923,150227901
tt0131646,1999,Wing Commander,men,41953861,16191424,0
tt0120577,1998,54,notalk,18578720,23948203,0
tt0120623,1998,A Bug's Life,ok,64310954,232660690,286250563
tt0120586,1998,American History X,men-disagree,14291323,9603575,0
tt0120591,1998,Armageddon,notalk,200078524,288081893,504514888
tt0120603,1998,Beloved,ok,75744013,32659228,0
tt0120611,1998,Blade,notalk,64310954,100242021,87314000
tt0144120,1998,Bride of Chucky,notalk,35728308,46309872,26135972
tt0118789,1998,Buffalo '66,notalk,2143698,3402201,0
tt0118929,1998,Dark City,notalk-disagree,38586572,20629634,18324313
tt0120647,1998,Deep Impact,ok,114330585,200742590,298688653
tt0134619,1998,Disturbing Behavior,notalk,21436985,25020345,0
tt0127536,1998,Elizabeth,ok,35728308,42992157,74411980
tt0120660,1998,Enemy of the State,notalk,121476247,159419475,198792305
tt0120631,1998,Ever After,ok,37157440,93902242,0
tt0120669,1998,Fear and Loathing in Las Vegas,notalk,26438948,15263526,4332598
tt0154420,1998,Festen (The Celebration),dubious-disagree,1857872,2354896,0
tt0162973,1998,Get Real,men,2858265,1646948,0
tt0120685,1998,Godzilla,dubious,178641539,194811162,342542588
tt0120694,1998,Halloween H20: 20 Years Later,ok,24295249,78661926,0
tt0147612,1998,Happiness,ok,4287397,3925045,4287397
tt0119313,1998,Hope Floats,ok,42873969,85905591,30610137
tt0147004,1998,Little Voice,ok,8574794,6566863,24569976
tt0120735,1998,"Lock, Stock and Two Smoking Barrels",notalk,1929329,5570142,34954603
tt0120738,1998,Lost in Space,ok,114330585,98778237,95651380
tt0120749,1998,Mercury Rising,notalk,85747939,47137546,0
tt0120762,1998,Mulan,dubious-disagree,128621908,172382303,261359354
tt0120780,1998,Out of Sight,men,68598351,53681880,57165292
tt0138704,1998,Pi,men,97181,4603452,2082762
tt0120791,1998,Practical Magic,ok,85747939,66955646,30706965
tt0119942,1998,Primary Colors,ok,92893600,55761862,0
tt0120800,1998,Quest for Camelot,ok,57165293,32544916,22008637
tt0128442,1998,Rounders,notalk,17149588,32758425,0
tt0130827,1998,Run Lola Run,notalk-disagree,2500982,10385968,10383859
tt0120812,1998,Rush Hour,ok-disagree,50019631,201774709,148791447
tt0128445,1998,Rushmore,notalk-disagree,14291323,24445621,2822845
tt0120813,1998,Safe Men,nowomen,1429132,30312,0
tt0120815,1998,Saving Private Ryan,nowomen,92893600,309171460,384007853
tt0138097,1998,Shakespeare in Love,ok,37157440,143367401,256075080
tt0120828,1998,Six Days Seven Nights,notalk,114330585,106240687,129280318
tt0120148,1998,Sliding Doors,ok,8574794,17022681,67023374
tt0120831,1998,Slums of Beverly Hills,ok,7145662,7864191,0
tt0122718,1998,Small Soldiers,notalk,57165293,78807819,23723597
tt0120321,1998,Smoke Signals,ok,2858265,9602769,1482463
tt0120184,1998,Sphere,notalk,104326659,52975497,18721633
tt0120844,1998,Star Trek: Insurrection,ok,100039262,100307450,68044336
tt0120686,1998,Stepmom,ok,71456616,130247778,98049362
tt0118661,1998,The Avengers,ok,85747939,33420854,36014134
tt0118715,1998,The Big Lebowski,notalk-disagree,21436985,25008106,41002898
tt0133751,1998,The Faculty,dubious,21436985,57570196,0
tt0120744,1998,The Man in the Iron Mask,notalk-disagree,50019631,81415051,0
tt0120746,1998,The Mask of Zorro,notalk-disagree,92893600,134093691,199894530
tt0120768,1998,The Negotiator,notalk,71456616,63890455,6288182
tt0120794,1998,The Prince of Egypt,notalk-disagree,85747939,144932864,167475460
tt0120108,1998,The Proposition,men,28582646,2720259,4873590
tt0120863,1998,The Thin Red Line,notalk,74314880,52021118,0
tt0120382,1998,The Truman Show,notalk-disagree,85747939,179525030,175471436
tt0129387,1998,There's Something About Mary,ok,31440911,252219917,262410627
tt0146336,1998,Urban Legend,ok,20007852,54473818,49240978
tt0120877,1998,Vampires (John Carpenter's),nowomen,28582646,28966833,0
tt0120879,1998,Velvet Goldmine,men,12862191,1506002,5442399
tt0120890,1998,Wild Things,men-disagree,28582646,42581425,36845031
tt0128853,1998,You've Got Mail,ok,92893600,165524241,192902143
tt0120133,1997,A Simple Wish,ok,40634668,11849668,0
tt0118570,1997,Air Bud,notalk,4353714,35768573,4559374
tt0118571,1997,Air Force One,notalk,123355241,251000935,206528518
tt0118583,1997,Alien: Resurrection,ok,87074287,69361952,163852015
tt0118617,1997,Anastasia,ok,76915621,84757254,118127882
tt0119822,1997,As Good as It Gets,ok,72561906,215476950,240374248
tt0118655,1997,Austin Powers: International Man of Mystery,men,26122286,78198499,20027086
tt0118688,1997,Batman & Robin,men-disagree,181404766,155754415,190101483
tt0118749,1997,Boogie Nights,dubious-disagree,21768572,38328318,24237061
tt0118829,1997,Cats Don't Dance,ok,46439620,5207916,0
tt0118842,1997,Chasing Amy,ok,362810,17424311,4569341
tt0128996,1997,Cinderella,ok,4208591,123355241,0
tt0118866,1997,Clockwatchers,ok,2902476,780691,2921
tt0118880,1997,Con Air,notalk-disagree,116099050,146745677,178502289
tt0118883,1997,Conspiracy Theory,men,116099050,110466780,96746395
tt0118884,1997,Contact,ok,130611431,146459429,94300976
tt0119080,1997,Eve's Bayou,ok,7256191,21541344,0
tt0119081,1997,Event Horizon,ok,87074287,38709226,0
tt0119114,1997,Fever Pitch,ok,58049525,61055139,11609905
tt0119137,1997,Flubber,men,116099050,134956149,123355241
tt0119173,1997,G.I. Jane,ok,72561906,69904916,0
tt0119177,1997,Gattaca,notalk-disagree,52244573,18188044,0
tt0119190,1997,George of the Jungle,ok,79818097,152762052,100425678
tt0119217,1997,Good Will Hunting,nowomen-disagree,14512381,200899879,126983336
tt0119229,1997,Grosse Pointe Blank,ok,21768572,40757090,4333476
tt0119282,1997,Hercules,ok-disagree,101586669,143835260,219990138
tt0119345,1997,I Know What You Did Last Summer,ok,24671048,104852087,76915620
tt0119361,1997,In the Company of Men,notalk,36281,4184879,0
tt0119396,1997,Jackie Brown,ok,17414858,57575205,50872180
tt0119468,1997,Kiss the Girls,men,39183429,87840357,0
tt0119488,1997,L.A. Confidential,notalk,50793334,93757206,66756953
tt0119528,1997,Liar Liar,notalk-disagree,65305716,263270001,176035184
tt0119654,1997,Men in Black,notalk,130611431,363811668,489212372
tt0119698,1997,Mononoke-hime,ok,29024763,3445395,214748257
tt0119707,1997,Mortal Kombat: Annihilation,ok,43537144,52139221,22349067
tt0417001,1997,Must love Dogs,men,50793334,63701899,21768572
tt0119738,1997,My Best Friend's Wedding,men-disagree,66756954,184036082,249772980
tt0124819,1997,Orgazmo,notalk,1451238,844655,65688
tt0120082,1997,Scream 2,ok,34829715,147102287,0
tt0120094,1997,Selena,ok,29024763,51446556,0
tt0120152,1997,Smilla's Sense of Snow,ok,50793334,3224642,0
tt0120177,1997,Spawn,ok,58049525,79789061,47847127
tt0120201,1997,Starship Troopers,ok,145123812,79482791,96262146
tt0118971,1997,The Devil's Advocate,ok,82720573,88536300,133513907
tt0119116,1997,The Fifth Element,notalk-disagree,137867622,92256459,290725282
tt0119174,1997,The Game,notalk,72561906,70044851,0
tt0119567,1997,The Lost World: Jurassic Park,dubious,108842859,332459322,809210379
tt0119874,1997,The Peacemaker,dubious,72561906,59882642,31498003
tt0119925,1997,The Postman,notalk,116099050,25615375,0
tt0120338,1997,Titanic,ok,290247625,955890356,2216040617
tt0120461,1997,Volcano,ok,130611431,69001723,105291976
tt0115591,1996,August,dubious,5049561,18767,0
tt0115736,1996,Bound,ok,6683242,5646983,4765979
tt0115759,1996,Broken Arrow,nowomen,96535720,104920957,115397315
tt0115857,1996,Chain Reaction,notalk,81684071,31524414,57896377
tt0116136,1996,DragonHeart,men,84654401,76285021,78713741
tt0116191,1996,Emma,ok,8762473,33017679,23168573
tt0116225,1996,Escape from L.A.,notalk,74258246,37763082,0
tt0116260,1996,Eye for an Eye,ok,29703299,39791578,0
tt0116282,1996,Fargo,ok-disagree,10396154,36487162,39560065
tt0116361,1996,Freeway,ok,4455495,438856,0
tt0116367,1996,From Dusk Till Dawn,notalk,29703299,38211750,0
tt0116477,1996,Hamlet,notalk-disagree,2970330,2342531,1251077
tt0116493,1996,Harriet the Spy,ok,19307144,39460903,0
tt0116629,1996,Independence Day,ok,111387369,454711839,759263276
tt0116705,1996,Jingle All the Way,notalk,89109896,89989691,102832819
tt0116778,1996,Kingpin,notalk,37129123,37163912,10693187
tt0116931,1996,Love and Other Catastrophes,ok,371291,315278,788520
tt0116996,1996,Mars Attacks!,ok,118813194,56096190,94456489
tt0117060,1996,Mission: Impossible,notalk-disagree,118813194,268787949,410969059
tt0117509,1996,Romeo + Juliet,dubious,21534891,68820654,150304115
tt0117571,1996,Scream,ok,22277474,153041290,103961544
tt0117589,1996,Secrets & Lies,ok,6683242,19926891,0
tt0117603,1996,Set It Off,ok,13366484,53538871,0
tt0117705,1996,Space Jam,notalk,118813194,134353268,237234997
tt0117723,1996,Spy Hard,notalk,26732969,40004796,0
tt0117731,1996,Star Trek: First Contact,ok-disagree,68317587,136676591,86098148
tt0117765,1996,Striptease,dubious,74258246,49173429,119110227
tt0117887,1996,That Thing You Do!,ok,3712912,38402527,12920935
tt0115798,1996,The Cable Guy,notalk,69802752,89466773,63246493
tt0115963,1996,The Craft,ok,22277474,36786742,45891596
tt0116209,1996,The English Patient,ok,51980772,116906798,227230234
tt0116277,1996,The Fan,notalk,81684071,27598768,0
tt0116313,1996,The First Wives Club,ok,44554948,156668864,112872535
tt0116421,1996,The Glimmer Man,notalk,66832422,30304554,23762639
tt0116583,1996,The Hunchback of Notre Dame,notalk,148516493,148722709,334698474
tt0116908,1996,The Long Kiss Goodnight,notalk-disagree,96535720,49675220,0
tt0117057,1996,The Mirror Has Two Faces,ok,62376927,61288998,0
tt0117500,1996,The Rock,notalk,111387369,199115335,300003316
tt0117951,1996,Trainspotting,men,4604011,24507872,11137252
tt0117998,1996,Twister,ok,130694514,359244145,377249142
tt0118113,1996,Walking and Talking,ok,1485165,1912120,487590
tt0115856,1996,When the Cat's Away,ok,445549,2454193,1297310
tt0112384,1995,Apollo 13,ok-disagree,99370665,263057839,247707378
tt0112401,1995,Assassins,notalk,76438973,46331600,81025311
tt0112462,1995,Batman Forever,notalk,152877946,281342983,233135859
tt0112471,1995,Before Sunrise,nowomen,3821949,8062791,0
tt0112573,1995,Braveheart,men-disagree,110072121,115492633,204022274
tt0112641,1995,Casino,men-disagree,79496532,64878801,103898451
tt0112642,1995,Casper,ok,84082870,153379682,278194759
tt0112697,1995,Clueless,ok,20944279,86526587,0
tt0112715,1995,Congo,nowomen,76438973,123865278,108543342
tt0112722,1995,Copycat,dubious,30575589,49000312,0
tt0112864,1995,Die Hard: With a Vengeance,notalk,137590151,152897054,404313623
tt0113101,1995,Four rooms,notalk,6115118,6575280,0
tt0113321,1995,Home for the holidays,ok,30575589,26706076,7109408
tt0113497,1995,Jumanji,ok,99370665,153578601,248120905
tt0113749,1995,Mallrats,notalk-disagree,9325555,3223228,0
tt0113855,1995,Mortal Kombat,notalk,30575589,107676871,79037897
tt0114069,1995,Outbreak,ok,76438973,103687285,0
tt0114148,1995,Pocahontas,ok-disagree,84082870,216444248,314195102
tt0112130,1995,Pride and Prejudice,ok-disagree,42805825,58663337,126194394
tt0114319,1995,Sabrina,ok,88669209,81725980,51430711
tt0114323,1995,Safe,ok,50449722,26206460,37230569
tt0114369,1995,Se7en,notalk,45863384,153070026,348561716
tt0114388,1995,Sense and Sensibility,ok,25224861,65727998,140647711
tt0114436,1995,Showgirls,ok,61151178,31111815,26600762
tt0114508,1995,Species,dubious,53507281,91810008,81483945
tt0114614,1995,Tank Girl,ok,38219486,6213469,0
tt0112346,1995,The American President,ok,94784326,91761643,73075659
tt0112579,1995,The Bridges of Madison County,ok,33633148,109333135,158993063
tt0113416,1995,The Incredibly True Adventures of Two Girls in Love,ok,382195,3379226,407798
tt0113957,1995,The Net,ok,33633148,77389465,91573890
tt0114214,1995,The Quick and the Dead,notalk-disagree,48920943,28362620,0
tt0114814,1995,The Usual Suspects,notalk,9172677,35684110,16981358
tt0114709,1995,Toy Story,notalk-disagree,45863384,293190647,264095555
tt0114746,1995,Twelve Monkeys,notalk,44334604,87356689,170764665
tt0114898,1995,Waterworld,nowomen-disagree,267536405,134909008,269065185
tt0114906,1995,Welcome to the Dollhouse,ok,1223024,6418026,1279064
tt0109040,1994,Ace Ventura: Pet Detective,men,18859976,113501532,55008264
tt0109254,1994,Beverly Hills Cop III,nowomen,78583235,66932266,120380207
tt0109445,1994,Clerks.,notalk,42435,4830398,1290042
tt0109504,1994,Crooklyn,ok,22003306,20469628,0
tt0109686,1994,Dumb & Dumber,men,25146635,199877046,187381136
tt0109707,1994,Ed Wood,ok,28289965,9160394,0
tt0109830,1994,Forrest Gump,notalk-disagree,86441558,518169206,549620616
tt0110322,1994,Legends of the Fall,ok,47149941,104519746,147736482
tt0110367,1994,Little Women,ok,23574970,78588426,0
tt0110622,1994,Naked Gun 33 1/3: The Final Insult,men,47149941,80220683,0
tt0110857,1994,Police Academy: Mission to Moscow,notalk,15716647,198418,0
tt0110889,1994,Priest,ok,94299882,45793007,86468905
tt0110912,1994,Pulp Fiction,ok-disagree,12573318,169627825,165024794
tt0111257,1994,Speed,ok,47149941,190561429,254534014
tt0111282,1994,Stargate,notalk,86441558,112477236,196458087
tt0111301,1994,Street Fighter,ok,55008264,52529749,103729870
tt0109446,1994,The Client,ok,70724911,144774225,40077450
tt0110074,1994,The Hudsucker Proxy,notalk,62866588,4426622,19051139
tt0110357,1994,The Lion King,notalk-disagree,124633011,664468621,833139457
tt0110475,1994,The Mask,notalk,28289965,188474233,364154711
tt0111070,1994,The Santa Clause,notalk,34576623,227629474,70672486
tt0111143,1994,The Shadow,nowomen,62866588,50034889,0
tt0111161,1994,The Shawshank Redemption,nowomen-disagree,39291617,44386120,0
tt0111255,1994,The Specialist,notalk,70724911,90154744,0
tt0111438,1994,Timecop,notalk,44006612,70494790,89899221
tt0111503,1994,True Lies,notalk-disagree,157166470,229906901,344222214
tt0106582,1993,Cliffhanger,notalk,104809829,135525899,275651121
tt0106611,1993,Cool Runnings,notalk-disagree,22574425,111027894,138993958
tt0106677,1993,Dazed and Confused,ok-disagree,11125966,12820482,0
tt0107007,1993,Gettysburg,nowomen,40311473,17304904,0
tt0107048,1993,Groundhog Day,men-disagree,23541900,114334580,0
tt0107120,1993,Hocus Pocus,ok,45148849,63467174,0
tt0107290,1993,Jurassic Park,ok-disagree,101584911,638063379,1031842391
tt0107614,1993,Mrs. Doubtfire,ok,40311473,353443011,358112533
tt0311648,1993,Pieces of April,ok,483738,4077367,1712280
tt0108052,1993,Schindler's List,ok,40311473,154904378,363284392
tt0108255,1993,Super Mario Bros.,dubious,67723274,33611556,0
tt0106226,1993,The Age of Innocence,ok,54823603,51622860,0
tt0106977,1993,The Fugitive,men,70948192,296492106,273859306
tt0112389,1993,The Princess and the Cobbler,nowomen,38699014,1079180,0
tt0107943,1993,The Remains of the Day,nowomen-disagree,24186884,37013943,66110815
tt0108358,1993,Tombstone,ok,40311473,91112095,0
tt0104257,1992,A Few Good Men,notalk,54791459,234673774,157998347
tt0104694,1992,A League of Their Own,ok,66413889,178543655,41352843
tt0103639,1992,Aladdin,nowomen,46489723,360876835,476021553
tt0103644,1992,Alien 3,nowomen-disagree,91319098,91198182,171966855
tt0106308,1992,Army of Darkness,men-disagree,18263820,19098934,16603473
tt0103776,1992,Batman Returns,nowomen-disagree,132827779,270360376,172660598
tt0103893,1992,Buffy the Vampire Slayer,ok,11622431,23629512,0
tt0104070,1992,Death Becomes Her,ok,91319098,97001885,150427460
tt0104815,1992,El Mariachi,nowomen,11622,3388636,1674
tt0104348,1992,Glengarry Glen Ross,nowomen,20754340,17807603,0
tt0104412,1992,Hero,notalk,69734584,32355474,78534424
tt0104431,1992,Home Alone 2: Lost in New York,notalk,33206945,288212232,307843875
tt0104797,1992,Malcolm X,dubious,58112153,79978777,0
tt0104952,1992,My Cousin Vinny,notalk,18263820,87880798,0
tt0105236,1992,Reservoir Dogs,nowomen,1992417,4702152,0
tt0104036,1992,The Crying Game,men,6641389,103849232,0
tt0104868,1992,The Mighty Ducks,notalk,16603472,84266502,0
tt0104940,1992,The Muppet Christmas Carol,notalk-disagree,19924167,45296775,0
tt0105151,1992,The Player,ok,13282778,36039665,11905687
tt0105793,1992,Wayne's World,notalk,33206945,202059814,101945320
tt0101414,1991,Beauty and the Beast,ok-disagree,34216807,374591278,397719060
tt0101452,1991,Bill & Ted's Bogus Journey,notalk,34216807,64220970,0
tt0102057,1991,Hook,men,119758826,204710301,310004274
tt0102070,1991,Hudson Hawk,ok,111204624,29458817,0
tt0102798,1991,Robin Hood: Prince of Thieves,dubious,85542018,283133658,384949505
tt0102943,1991,Slacker,ok,39349,2100070,0
tt0102975,1991,Star Trek VI: The Undiscovered Country,men-disagree,46192690,128123117,37657314
tt0103060,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,ok,42771009,134569251,0
tt0103064,1991,Terminator 2: Judgement Day,dubious,171084037,350481895,533708037
tt0101272,1991,The Addams Family,ok,51325211,194184224,133445548
tt0102510,1991,The Naked Gun 2 1/2: The Smell of Fear,notalk,39349328,148724056,0
tt0102926,1991,The Silence of the Lambs,ok-disagree,34216807,223652543,248071852
tt0103247,1991,White Fang,notalk,23951765,59415931,0
tt0099088,1990,Back to the Future Part III,notalk,71319016,156307443,278203662
tt0099253,1990,Child's Play 2,ok,23178680,47970190,12947967
tt0099817,1990,Dark Angel (I Come in Peace),nowomen,12480828,7796169,0
tt0099423,1990,Die Hard 2,dubious-disagree,124808278,209185588,218396919
tt0099487,1990,Edward Scissorhands,ok,35659508,96239640,0
tt0099582,1990,Flatliners,ok,46357360,109310929,0
tt0099653,1990,Ghost,men-disagree,39225459,388031265,534836803
tt0099685,1990,Goodfellas,men-disagree,44574385,83343062,0
tt0099785,1990,Home Alone,men-disagree,26744631,509505267,340411783
tt0100263,1990,Nikita,ok,12480828,8946919,0
tt0100403,1990,Predator 2,men,62404139,50489429,47161313
tt0100405,1990,Pretty Woman,ok,24961656,318093987,453302960
tt0099810,1990,The Hunt for Red October,notalk,53489262,215222722,142263846
tt0100802,1990,Total Recall,notalk,222871925,104977970,249149465
tt0100814,1990,Tremors,ok,17829754,29717001,0
tt0096874,1989,Back to the Future Part II,ok,75183554,222637302,401386193
tt0096895,1989,Batman,notalk,65785609,472131898,301034949
tt0096928,1989,Bill & Ted's Excellent Adventure,men,18795888,76095227,0
tt0097165,1989,Dead Poets Society,notalk,30825257,180177604,269983923
tt0097499,1989,Henry V,ok,16916300,19098688,0
tt0097576,1989,Indiana Jones and the Last Crusade,nowomen-disagree,90220264,370601926,520646109
tt0097742,1989,Licence to Kill,men,78942731,65159735,228370044
tt0097815,1989,Major League,notalk,20675477,93590469,0
tt0098206,1989,Road House,notalk,18795888,56481697,0
tt0098724,1989,"Sex, Lies, and Videotape",men-disagree,2255507,46504161,22555066
tt0098382,1989,Star Trek V: The Final Frontier,notalk,56387665,98133425,33813712
tt0096754,1989,The Abyss,ok-disagree,131571219,101954772,0
tt0098519,1989,Troop Beverly Hills,ok,33832599,13515193,0
tt0098546,1989,UHF,notalk,9397944,11572924,0
tt0094612,1988,Action Jackson,notalk,13787529,39899139,0
tt0094625,1988,Akira,notalk,15757176,38576,0
tt0094721,1988,Beetle Juice,ok,29544705,144427648,0
tt0092675,1988,Bloodsport,notalk,2954471,23253887,0
tt0094862,1988,Child's Play,ok,17726823,65480292,21571574
tt0094947,1988,Dangerous Liaisons,ok,27575058,68346751,0
tt0095016,1988,Die Hard,ok-disagree,55150116,160231261,113765046
tt0095631,1988,Midnight Run,men,59089410,75661244,85088751
tt0095687,1988,My Stepmother Is an Alien,ok,31514352,27287490,0
tt0095690,1988,Mystic Pizza,ok,11817882,25198114,0
tt0095889,1988,Poltergeist III,ok,18711647,27799598,0
tt0095953,1988,Rain Man,notalk,49241175,340405101,472665184
tt0096061,1988,Scrooged,ok,63028704,118825964,0
tt0095489,1988,The Land Before Time,ok,24226658,94725930,66731641
tt0095497,1988,The Last Temptation of Christ,men,13787529,16493007,0
tt0096256,1988,They Live,nowomen-disagree,7878588,25605411,0
tt0096320,1988,Twins,men,29544705,220475172,206150370
tt0096438,1988,Who Framed Roger Rabbit,notalk,137875291,303547209,388783715
tt0096487,1988,Young Guns,notalk,25605411,88095701,0
tt0092644,1987,Beverly Hills Cop II,notalk,41007948,315074388,252198879
tt0092991,1987,Evil Dead II,dubious-disagree,7176391,12144594,0
tt0093010,1987,Fatal Attraction,dubious,28705563,321185920,335146284
tt0093105,1987,"Good Morning, Vietnam",notalk,26655166,254090104,0
tt0093177,1987,Hellraiser,ok,2050397,29861988,0
tt0093409,1987,Lethal Weapon,notalk-disagree,30755961,133670224,112771856
tt0093773,1987,Predator,nowomen,36907153,122481612,79005932
tt0093818,1987,Radio Days,notalk,32806358,30331075,0
tt0093870,1987,RoboCop,notalk,246047687,112289613,342031966
tt0094012,1987,Spaceballs,dubious-disagree,46544021,78160088,0
tt0094074,1987,Superman IV: The Quest for Peace,ok,34856756,23021501,0
tt0093389,1987,The Last Emperor,dubious,51259935,90184679,0
tt0093437,1987,The Lost Boys,notalk,17428378,66069067,0
tt0093779,1987,The Princess Bride,men-disagree,30755961,63269112,0
tt0090605,1986,Aliens,ok-disagree,36104000,180860331,208460689
tt0090555,1986,Crocodile Dundee,dubious,10618824,371241520,325353309
tt0091203,1986,Highlander,ok-disagree,33980236,12530212,14866353
tt0091225,1986,Howard The Duck,dubious,63712942,34608390,0
tt0091419,1986,Little Shop of Horrors,notalk-disagree,63712942,82290329,0
tt0091738,1986,Peggy Sue Got Married,ok,38227765,87887418,0
tt0091763,1986,Platoon,nowomen,12742588,293001649,0
tt0092005,1986,Stand By Me,nowomen,16990118,111046165,0
tt0090848,1986,The Clan of the Cave Bear,ok,31856471,4149267,0
tt0092099,1986,Top Gun,men,31856471,381854174,375906356
